"nome","uf","%homem_ver","%branco_ver","%homem_pop","%branco_pop"
"Caraúbas do Piauí","PI",77.8,11.1,51.35,24.14
"São Geraldo do Araguaia","PA",81.8,9.1,51.17,22.16
"Guaiçara","SP",77.8,44.4,50.3,57.46
"Marechal Deodoro","AL",92.3,15.4,49.39,28.47
"Nova Olinda do Norte","AM",84.6,0,51.3,13.08
"Bernardino Batista","PB",66.7,22.2,48,35.28
"Santa Bárbara","BA",90.9,0,48.78,13.09
"Piripá","BA",66.7,11.1,50.38,24.22
"Mateiros","TO",88.9,0,53.4,13.14
"Lambari d'Oeste","MT",88.9,22.2,52.51,35.37
"União de Minas","MG",88.9,33.3,54.59,46.47
"Mulungu","PB",66.7,22.2,48.9,35.39
"Cururupu","MA",92.3,0,50.84,13.23
"Água Fria de Goiás","GO",100,22.2,53.65,35.44
"Itororó","BA",63.6,9.1,50.17,22.36
"Novo Planalto","GO",77.8,11.1,52.38,24.37
"Ribeirão do Largo","BA",100,11.1,52.01,24.38
"José de Freitas","PI",92.3,0,49.94,13.28
"Japurá","AM",88.9,0,52.35,13.3
"São Pedro dos Crentes","MA",100,11.1,53.22,24.41
"Santa Luzia do Paruá","MA",90.9,9.1,50.24,22.42
"Novo Repartimento","PA",84.6,7.7,52.78,21.03
"São Geraldo do Baixio","MG",100,22.2,50.49,35.54
"Teolândia","BA",77.8,0,52.07,13.34
"Piracanjuba","GO",100,36.4,50.75,49.74
"Bela Vista do Maranhão","MA",88.9,11.1,50.7,24.48
"Nilo Peçanha","BA",88.9,0,51.59,13.38
"Rio da Conceição","TO",100,0,51.69,13.48
"Ibicoara","BA",100,9.1,50.65,22.61
"Mara Rosa","GO",88.9,22.2,50.95,35.71
"Silvanópolis","TO",66.7,0,52.39,13.52
"São Francisco","PB",66.7,33.3,49.35,46.82
"Júlio Mesquita","SP",88.9,33.3,49.19,46.84
"Biritinga","BA",81.8,0,50.91,13.57
"Funilândia","MG",100,11.1,50.79,24.67
"Curralinho","PA",90.9,0,52.75,13.58
"Porto dos Gaúchos","MT",77.8,33.3,52.49,46.91
"Tumiritinga","MG",77.8,11.1,50.82,24.71
"Itapetinga","BA",93.3,13.3,48.99,26.94
"Teixeira","PB",88.9,22.2,48.99,35.87
"Lençóis","BA",88.9,0,50.25,13.67
"Jerumenha","PI",88.9,0,50.59,13.67
"Sátiro Dias","BA",90.9,9.1,50.45,22.78
"Crisólita","MG",77.8,11.1,50.93,24.84
"Propriá","SE",81.8,18.2,48.67,31.96
"Serro","MG",90.9,0,49.79,13.83
"Senador Modestino Gonçalves","MG",88.9,11.1,50.66,24.95
"Herveiras","RS",88.9,66.7,52.23,80.57
"Caetés","PE",81.8,27.3,49.56,41.17
"Quatis","RJ",88.9,33.3,48.76,47.26
"Terra Nova do Norte","MT",88.9,44.4,52.11,58.37
"Wenceslau Guimarães","BA",81.8,0,51.71,13.97
"Dom Expedito Lopes","PI",66.7,22.2,49.03,36.17
"Matões do Norte","MA",100,0,52.49,13.98
"Mucuri","BA",92.3,7.7,50.48,21.72
"Olivença","AL",77.8,11.1,50.34,25.15
"Frei Miguelinho","PE",100,44.4,48.96,58.48
"Pedro Alexandre","BA",90.9,0,51.09,14.09
"Igaci","AL",72.7,18.2,48.71,32.36
"São Bernardo","MA",72.7,0,50.45,14.18
"Ouro Verde do Oeste","PR",88.9,44.4,50.37,58.59
"Passagem Franca do Piauí","PI",55.6,0,50.95,14.23
"São Sebastião","AL",76.9,23.1,49.52,37.35
"Fortuna","MA",72.7,9.1,50.42,23.35
"Piranhas","AL",81.8,9.1,49.01,23.37
"Caiuá","SP",100,33.3,52.63,47.57
"João Câmara","RN",63.6,18.2,49.78,32.49
"Deodápolis","MS",100,33.3,50.47,47.59
"Iporanga","SP",100,11.1,50.5,25.4
"Mathias Lobato","MG",88.9,0,49.7,14.3
"Jaú do Tocantins","TO",55.6,11.1,51.75,25.41
"Santaluz","BA",100,7.7,49.12,22.02
"Paraúna","GO",100,33.3,50.82,47.62
"Jundiá","RN",100,22.2,52.43,36.52
"Barras","PI",84.6,0,50.31,14.33
"Itaipé","MG",77.8,11.1,50.98,25.45
"Brazabrantes","GO",88.9,33.3,50.93,47.65
"Pacajus","CE",93.3,13.3,49.11,27.69
"Tangará da Serra","MT",85.7,28.6,50.33,43
"Tamandaré","PE",100,9.1,50.25,23.54
"Teotônio Vilela","AL",100,15.4,49,29.85
"Ibiquera","BA",77.8,0,51.97,14.47
"Teresina de Goiás","GO",100,0,51.13,14.52
"Alto Alegre dos Parecis","RO",100,22.2,52.58,36.73
"São José do Brejo do Cruz","PB",77.8,22.2,50.42,36.88
"Socorro do Piauí","PI",88.9,0,50.88,14.71
"Palestina","AL",88.9,0,48.4,14.77
"Cruz","CE",90.9,18.2,49.34,32.98
"Nossa Senhora do Livramento","MT",100,0,54.01,14.78
"Pindaí","BA",81.8,9.1,51.3,23.88
"Marcos Parente","PI",77.8,0,49.8,14.83
"Barra do Rocha","BA",100,0,52.86,14.84
"Hidrolândia","CE",100,18.2,49.81,33.05
"Santana de Pirapama","MG",100,11.1,51.55,25.95
"Guajeru","BA",77.8,11.1,50.35,26.04
"Mulungu","CE",88.9,11.1,50.87,26.07
"São José do Goiabal","MG",88.9,11.1,48.47,26.08
"Planalto da Serra","MT",66.7,11.1,51.36,26.08
"Feira Nova do Maranhão","MA",77.8,0,52.5,15
"Agricolândia","PI",77.8,0,48.16,15.01
"Muquém de São Francisco","BA",77.8,0,53.05,15.01
"Vargem Grande","MA",84.6,0,49.82,15.04
"Bonfim","MG",100,44.4,50.21,59.46
"Novo Horizonte","BA",77.8,22.2,51.55,37.29
"Rio do Fogo","RN",77.8,11.1,51.04,26.23
"Ubaitaba","BA",100,0,48.81,15.15
"Caraí","MG",90.9,0,50.57,15.15
"Niquelândia","GO",84.6,15.4,51.2,30.55
"Canudos","BA",72.7,9.1,50.83,24.3
"Águia Branca","ES",88.9,22.2,51.49,37.42
"Poço Verde","SE",81.8,18.2,49.43,33.44
"Iguaraçu","PR",88.9,44.4,50.33,59.67
"Tasso Fragoso","MA",100,0,50.96,15.28
"Abreu e Lima","PE",81.8,18.2,47.79,33.49
"Pirambu","SE",55.6,11.1,50.34,26.4
"Presidente Kubitschek","MG",100,0,50.46,15.31
"Sapucaia","PA",66.7,11.1,53.7,26.41
"Ingaí","MG",100,33.3,52.91,48.61
"São Domingos do Azeitão","MA",66.7,11.1,51.07,26.42
"Iati","PE",90.9,18.2,50,33.53
"Laranjeiras","SE",81.8,0,48.81,15.4
"Acrelândia","AC",88.9,11.1,52.58,26.54
"Anajatuba","MA",90.9,18.2,51.24,33.66
"Pirapora","MG",100,6.7,48.99,22.17
"Buerarema","BA",81.8,0,50.02,15.48
"Lagoa Grande","PE",63.6,9.1,49.72,24.59
"Cachoeirinha","PE",90.9,27.3,48.38,42.81
"Euclides da Cunha","BA",86.7,6.7,50.31,22.21
"Serra de São Bento","RN",77.8,22.2,49.89,37.72
"Alagoinha","PB",77.8,11.1,49.38,26.66
"Santo Hipólito","MG",88.9,0,50.06,15.57
"Governador Nunes Freire","MA",100,0,50.64,15.58
"Guaramiranga","CE",100,11.1,50.41,26.73
"Monjolos","MG",100,0,51.14,15.64
"Formiga","MG",80,50,49.34,65.66
"Cocalinho","MT",100,11.1,52.77,26.79
"Marmeleiro","PR",100,55.6,49.71,71.31
"Curral de Dentro","MG",88.9,11.1,50.63,26.86
"Paranatama","PE",77.8,22.2,50.16,37.96
"Lagoa do Tocantins","TO",77.8,0,51.91,15.8
"Maurilândia","GO",77.8,22.2,52.27,38
"Terezinha","PE",100,22.2,48.55,38.03
"Gararu","SE",88.9,11.1,50.95,26.95
"São Domingos","GO",88.9,11.1,52.59,26.95
"Santa Bárbara do Pará","PA",72.7,0,51.08,15.86
"Cubatão","SP",100,26.7,49.89,42.56
"Governador Dix-Sept Rosado","RN",77.8,22.2,51.06,38.06
"Virgolândia","MG",88.9,11.1,49.28,26.97
"Salvador do Sul","RS",88.9,77.8,50.57,93.73
"Emas","PB",88.9,22.2,50.44,38.14
"Rosana","SP",90.9,36.4,49.67,52.34
"Santana do Acaraú","CE",76.9,7.7,50.66,23.73
"Manoel Urbano","AC",88.9,0,53.31,16.06
"São Cristóvão","SE",100,6.7,48.69,22.76
"Veredinha","MG",100,11.1,52.1,27.21
"Canápolis","BA",77.8,22.2,51.09,38.31
"Prudente de Morais","MG",88.9,11.1,49.47,27.22
"Porteiras","CE",100,9.1,48.91,25.29
"Duas Estradas","PB",88.9,22.2,49.2,38.4
"Planaltina","GO",100,11.8,49.69,28.04
"Alcântara","MA",100,0,51.52,16.25
"Santa Filomena do Maranhão","MA",55.6,11.1,51.98,27.39
"Leme do Prado","MG",100,11.1,49.85,27.41
"Porteirão","GO",100,22.2,54.02,38.54
"Nossa Senhora de Nazaré","PI",88.9,0,51.16,16.35
"Capixaba","AC",88.9,0,52.91,16.41
"Edealina","GO",55.6,33.3,51.7,49.75
"Heliópolis","BA",77.8,22.2,50.53,38.66
"Aurora do Tocantins","TO",88.9,0,51.48,16.51
"Santa Rosa do Purus","AC",100,0,51.29,16.54
"Andorinha","BA",88.9,11.1,50.84,27.65
"General Maynard","SE",88.9,0,48.58,16.59
"Crisópolis","BA",90.9,9.1,51.06,25.69
"Paraty","RJ",100,33.3,50.53,49.95
"Tejuçuoca","CE",90.9,9.1,51.16,25.8
"Presidente Médici","RO",88.9,22.2,50.67,38.92
"Curaçá","BA",92.3,0,51.19,16.73
"Pescador","MG",100,0,49.54,16.76
"Passagem","PB",88.9,22.2,49.57,39.01
"Presidente Lucena","RS",66.7,77.8,52.74,94.61
"Lajedinho","BA",77.8,0,51.96,16.82
"Goianorte","TO",88.9,11.1,53.45,27.93
"Salinópolis","PA",92.3,0,51.03,16.84
"Cláudia","MT",88.9,33.3,51.94,50.16
"Porto Real do Colégio","AL",90.9,9.1,49.62,26
"Goianira","GO",81.8,18.2,50.26,35.13
"Pinhão","SE",100,0,48.99,17.01
"Nova Era","MG",77.8,11.1,47.63,28.12
"Tupiratins","TO",77.8,0,51.84,17.07
"Araçoiaba","PE",72.7,9.1,49.72,26.17
"Belém","PB",81.8,18.2,48.82,35.28
"Maurilândia do Tocantins","TO",88.9,0,53.8,17.09
"Senador Elói de Souza","RN",55.6,11.1,50.74,28.22
"São Lourenço","MG",100,53.8,47.43,71.01
"Canindé","CE",93.3,6.7,49.56,23.92
"Alagoinhas","BA",94.1,0,47.35,17.23
"Santa Filomena","PI",88.9,0,52.77,17.27
"Alvarenga","MG",100,22.2,50.38,39.49
"Mascote","BA",88.9,0,51.58,17.32
"Lastro","PB",88.9,22.2,50.62,39.56
"Sítio do Mato","BA",66.7,0,51.99,17.42
"Guapó","GO",88.9,22.2,49.87,39.63
"Logradouro","PB",88.9,22.2,49.16,39.65
"Angélica","MS",77.8,33.3,51.13,50.77
"Cristinápolis","SE",90.9,0,50.21,17.5
"Inhaúma","MG",77.8,11.1,50.5,28.63
"Fronteiras","PI",77.8,22.2,49.28,39.74
"Adelândia","GO",66.7,22.2,51.39,39.77
"Tamboril","CE",90.9,9.1,49.63,26.68
"São João da Serra","PI",88.9,0,48.92,17.61
"Feira Grande","AL",90.9,18.2,49.53,35.82
"Pedra Preta","RN",66.7,11.1,51.74,28.76
"Água Branca","AL",81.8,0,49.83,17.67
"São Pedro da Água Branca","MA",55.6,0,50.84,17.68
"Rosário da Limeira","MG",88.9,33.3,51.4,51.05
"São José do Cedro","SC",77.8,66.7,50.37,84.45
"São Félix de Minas","MG",100,11.1,51.27,28.86
"Brejo","MA",53.8,0,50.61,17.76
"Cerquilho","SP",76.9,61.5,49.56,79.29
"Pai Pedro","MG",100,0,50.96,17.81
"Lagoa Santa","MG",93.3,20,49,37.81
"Sardoá","MG",77.8,11.1,50.3,28.92
"Contendas do Sincorá","BA",88.9,11.1,51.04,28.93
"Jequiá da Praia","AL",88.9,11.1,50.94,28.95
"Juruá","AM",100,0,51.36,17.87
"Boa Hora","PI",88.9,0,50.89,17.9
"Nova Olímpia","MT",77.8,11.1,51.7,29
"Sabáudia","PR",88.9,55.6,50.05,73.56
"Iranduba","AM",84.6,0,51.48,17.97
"Santa Filomena","PE",100,11.1,50.55,29.09
"Brejolândia","BA",66.7,11.1,52.34,29.09
"Cabaceiras","PB",100,33.3,49.51,51.3
"Centenário","TO",77.8,0,53.59,18
"Esplanada","BA",92.3,0,49.8,18.03
"Boa Vista do Tupim","BA",90.9,0,50.77,18.05
"Poção","PE",77.8,22.2,47.81,40.3
"Mariápolis","SP",66.7,44.4,51.61,62.51
"Santa Clara d'Oeste","SP",100,55.6,51.49,73.75
"Cidade Gaúcha","PR",100,33.3,50,51.46
"Figueirópolis","TO",66.7,11.1,50.66,29.29
"Araguacema","TO",88.9,0,52.73,18.24
"Montanha","ES",88.9,11.1,50.28,29.34
"Massapê","CE",92.3,0,49.57,18.25
"Curuçá","PA",76.9,0,51.23,18.26
"Eusébio","CE",80,13.3,49.86,31.57
"Jundiá","AL",100,11.1,50.59,29.39
"Palmeirante","TO",100,0,53.67,18.29
"Divisópolis","MG",88.9,11.1,51.92,29.44
"Passa e Fica","RN",88.9,22.2,49.62,40.56
"Senador Guiomard","AC",63.6,0,51.18,18.43
"Meruoca","CE",77.8,0,50.2,18.54
"Porto Franco","MA",90.9,9.1,50.39,27.65
"São Francisco do Guaporé","RO",100,18.2,52.48,36.87
"Rio dos Bois","TO",100,0,52.96,18.68
"Seringueiras","RO",100,22.2,52.34,40.91
"Bandeirantes do Tocantins","TO",77.8,11.1,54.2,29.82
"Barrocas","BA",88.9,11.1,50.86,29.89
"Patis","MG",100,0,52.3,18.84
"Gandu","BA",84.6,0,49.79,18.85
"Nova Mamoré","RO",100,9.1,52.05,28
"Cristiano Otoni","MG",88.9,33.3,50.25,52.23
"Gavião","BA",100,11.1,51.66,30.04
"Porto Firme","MG",88.9,22.2,50.91,41.16
"Cotia","SP",100,38.5,48.95,57.5
"Crateús","CE",100,13.3,48.77,32.33
"Itapebi","BA",100,0,50.12,19.06
"Sobral","CE",95.2,9.5,48.59,28.62
"Madeiro","PI",100,0,51.74,19.13
"Demerval Lobão","PI",88.9,0,48.78,19.13
"Abadia de Goiás","GO",88.9,22.2,49.03,41.33
"Nova Roma","GO",77.8,0,51.69,19.13
"Montividiu do Norte","GO",100,11.1,51.16,30.3
"Xinguara","PA",92.3,7.7,50.7,26.92
"Campestre","AL",88.9,11.1,49.83,30.39
"Barra d'Alcântara","PI",88.9,0,47.27,19.37
"São João das Duas Pontes","SP",88.9,55.6,50.27,74.98
"Itagi","BA",77.8,0,50.48,19.39
"Hidrolina","GO",100,22.2,50.71,41.6
"Cutias","AP",88.9,0,51.62,19.42
"Baixa Grande do Ribeiro","PI",88.9,0,52,19.42
"Prata do Piauí","PI",77.8,0,50.28,19.42
"Russas","CE",100,20,49.27,39.43
"Belém","AL",100,11.1,48.82,30.54
"Juscimeira","MT",88.9,11.1,52.14,30.61
"Ibitiúra de Minas","MG",100,66.7,52.04,86.22
"Ibipeba","BA",100,9.1,51.49,28.67
"Arauá","SE",88.9,0,50.44,19.57
"São José da Tapera","AL",100,0,49.36,19.62
"Conceição do Rio Verde","MG",88.9,33.3,50.34,52.94
"Novo Lino","AL",77.8,11.1,50.75,30.76
"Altair","SP",100,33.3,53.76,52.98
"Monteiro","PB",92.3,15.4,48.57,35.09
"Maracaju","MS",84.6,30.8,51.83,50.52
"Itá","SC",88.9,66.7,50.08,86.45
"Anajás","PA",81.8,0,52.33,19.77
"Nova Marilândia","MT",88.9,11.1,53.91,30.9
"Mairiporã","SP",100,46.2,50.61,66.03
"Seridó","PB",88.9,11.1,51.43,30.93
"Nova Xavantina","MT",90.9,18.2,51.05,38.05
"Formosa do Rio Preto","BA",81.8,0,51.76,19.89
"Lagoa da Confusão","TO",77.8,0,54.11,19.92
"Estrela do Sul","MG",100,33.3,52.36,53.26
"Itapicuru","BA",69.2,0,51.04,20.04
"Paes Landim","PI",100,0,50.46,20.08
"Iguatu","CE",94.1,17.6,48.11,37.68
"Vitória do Jari","AP",88.9,0,51.71,20.08
"Barra dos Coqueiros","SE",72.7,0,48.89,20.08
"Senador Georgino Avelino","RN",66.7,11.1,49.54,31.22
"Itaporanga d'Ajuda","SE",76.9,0,49.85,20.13
"Campos de Júlio","MT",88.9,33.3,51.71,53.45
"Novo Triunfo","BA",81.8,18.2,50.05,38.37
"Verdejante","PE",88.9,0,49.05,20.17
"Paripiranga","BA",100,18.2,49.21,38.44
"Campos Belos","GO",72.7,0,49.57,20.24
"Guarabira","PB",86.7,20,48.25,40.3
"Jandira","SP",100,30.8,48.98,51.1
"Filadélfia","BA",100,0,50.4,20.33
"Quebrangulo","AL",88.9,11.1,49.4,31.43
"Caiçara do Norte","RN",100,11.1,51.85,31.5
"Amargosa","BA",84.6,0,48.46,20.41
"Chã Preta","AL",100,11.1,50.99,31.71
"Buriti do Tocantins","TO",66.7,0,50.56,20.61
"Peabiru","PR",88.9,44.4,49.41,65.02
"Porto Acre","AC",88.9,0,52.72,20.66
"Capela","AL",81.8,9.1,49.36,29.79
"Ribeiro Gonçalves","PI",88.9,0,51.29,20.77
"Pedro Leopoldo","MG",100,10,48.94,30.83
"Manhumirim","MG",81.8,27.3,49.19,48.14
"Iaciara","GO",100,0,51.33,20.87
"Terra Alta","PA",88.9,0,51.37,20.93
"Araguanã","TO",55.6,0,51.37,20.95
"Santana do Deserto","MG",88.9,22.2,50.44,43.21
"Darcinópolis","TO",88.9,0,52.63,21.03
"Piçarra","PA",77.8,0,53.37,21.07
"Arenópolis","GO",100,22.2,51.14,43.27
"Presidente Kennedy","TO",77.8,0,51.13,21.11
"Utinga","BA",100,0,49.17,21.12
"Maturéia","PB",100,11.1,48.83,32.29
"Ribeira do Amparo","BA",66.7,0,50.67,21.23
"Guaratinga","BA",81.8,0,52.42,21.24
"Nova Rosalândia","TO",77.8,0,52.12,21.25
"Baía Formosa","RN",100,11.1,50.54,32.4
"Breves","PA",82.4,0,51.46,21.33
"Caçapava","SP",80,50,49.55,71.41
"Valente","BA",81.8,9.1,49.48,30.51
"Santo Antônio do Tauá","PA",72.7,0,50.36,21.43
"Serraria","PB",66.7,11.1,49.57,32.57
"Conceição do Coité","BA",86.7,6.7,49.5,28.2
"Matias Olímpio","PI",88.9,0,50.28,21.55
"Remanso","BA",92.3,7.7,49.93,29.27
"São José de Princesa","PB",88.9,11.1,50.7,32.71
"Goianápolis","GO",100,22.2,50.99,43.85
"Colinas","MA",84.6,0,49.56,21.68
"Ibiassucê","BA",88.9,22.2,50.66,43.88
"Pontalina","GO",90.9,27.3,50.1,49
"Buritirama","BA",90.9,0,52.05,21.7
"Marapoama","SP",77.8,66.7,51.23,88.42
"Tapera","RS",100,66.7,48.75,88.5
"Itacajá","TO",88.9,0,52.52,21.8
"Lagoa de Pedras","RN",88.9,11.1,51.01,32.95
"Davinópolis","MA",88.9,0,49.85,21.93
"Chapada Gaúcha","MG",88.9,0,52.16,21.97
"Barro Alto","BA",88.9,11.1,50.76,33.08
"Riacho de Santo Antônio","PB",100,22.2,50.58,44.19
"Maraial","PE",100,11.1,50.45,33.13
"Formoso","MG",88.9,0,52.38,22.07
"Ituaçu","BA",81.8,18.2,49.82,40.28
"Mogeiro","PB",100,11.1,48.66,33.19
"Bonito","BA",88.9,0,50.7,22.09
"São João da Lagoa","MG",100,0,52.36,22.12
"Ibicaraí","BA",81.8,0,48.98,22.18
"Baliza","GO",55.6,11.1,55.01,33.28
"Teixeira de Freitas","BA",94.7,5.3,49.21,27.5
"Colônia do Gurguéia","PI",77.8,0,49.09,22.22
"Itagimirim","BA",100,0,50.01,22.25
"Itaóca","SP",100,11.1,52.26,33.55
"Poté","MG",90.9,0,49.27,22.45
"Paulino Neves","MA",81.8,0,51.67,22.46
"Mulungu do Morro","BA",100,0,50.41,22.47
"Águas Belas","PE",84.6,7.7,48.88,30.22
"Montes Claros de Goiás","GO",100,22.2,51.26,44.79
"Triunfo","PE",90.9,18.2,47.85,40.82
"Itaguaçu da Bahia","BA",88.9,0,52.68,22.64
"Jaraguá","GO",100,15.4,50.73,38.08
"Coronel João Sá","BA",81.8,9.1,51.54,31.79
"Jatobá","PE",100,0,48.97,22.69
"Bodocó","PE",92.3,0,50.12,22.78
"Cotegipe","BA",88.9,0,52.18,22.78
"Quissamã","RJ",88.9,11.1,49.61,33.89
"Anapu","PA",72.7,0,53.51,22.83
"Bom Jesus da Serra","BA",100,11.1,51.33,33.97
"Lagoa","PB",88.9,22.2,49.22,45.12
"Guaribas","PI",88.9,0,50.35,22.93
"Uruoca","CE",88.9,0,50.44,22.93
"Croatá","CE",63.6,0,48.79,22.99
"Luís Correia","PI",81.8,9.1,51.37,32.16
"Inhuma","PI",45.5,0,49.3,23.13
"Mata Verde","MG",77.8,0,52.59,23.14
"São Francisco do Brejão","MA",55.6,0,51.34,23.17
"Rodeiro","MG",77.8,33.3,50.36,56.57
"São Bentinho","PB",100,22.2,48.7,45.65
"Carneiros","AL",100,0,48.95,23.46
"Vila Nova dos Martírios","MA",88.9,0,52.74,23.49
"Caeté","MG",100,7.7,48.66,31.19
"Deputado Irapuan Pinheiro","CE",100,11.1,50.16,34.6
"São José do Rio Claro","MT",88.9,11.1,53.64,34.64
"Ibicuitinga","CE",88.9,11.1,51.74,34.68
"Américo de Campos","SP",88.9,55.6,50.16,79.18
"Baraúna","PB",100,11.1,50,34.69
"Alto Araguaia","MT",90.9,18.2,51.21,41.83
"Rio Branco","MT",77.8,11.1,50.04,35.01
"Medina","MG",100,0,49.82,23.91
"Malhador","SE",77.8,0,50.5,23.95
"Solidão","PE",66.7,33.3,50.52,57.26
"Cachoeira de Pajeú","MG",77.8,0,50.34,23.99
"Nossa Senhora da Glória","SE",53.8,15.4,49.47,39.41
"Guarantã","SP",100,33.3,50.25,57.31
"Campestre do Maranhão","MA",88.9,0,51.01,24.02
"Palmas de Monte Alto","BA",54.5,0,51.02,24.03
"Feira Nova","SE",88.9,0,49.4,24.06
"Santópolis do Aguapeí","SP",77.8,22.2,50.67,46.29
"Novo Santo Antônio","PI",77.8,0,51.29,24.11
"Espinosa","MG",100,7.7,49.15,31.83
"Alto Boa Vista","MT",77.8,0,52.07,24.2
"Ouro Branco","AL",77.8,11.1,49.83,35.34
"São João do Sabugi","RN",100,33.3,49.36,57.55
"Araguaçu","TO",77.8,11.1,51.34,35.36
"São Gonçalo do Rio Preto","MG",88.9,0,48.46,24.28
"Pedro Afonso","TO",88.9,0,51.73,24.28
"São João da Canabrava","PI",100,11.1,49.22,35.43
"Sucupira do Norte","MA",100,0,51.1,24.33
"Guaimbê","SP",100,22.2,49.71,46.65
"Camutanga","PE",77.8,11.1,50.1,35.58
"Boquim","SE",81.8,0,49.11,24.56
"Poção de Pedras","MA",72.7,0,50.33,24.61
"Minas Novas","MG",92.3,0,49.85,24.74
"Uruburetama","CE",81.8,0,50.22,24.75
"Machacalis","MG",100,0,51.73,24.81
"Queimadas","BA",81.8,0,49.93,24.82
"Traipu","AL",90.9,0,50.39,24.84
"Nova Olinda","TO",88.9,0,52.18,24.87
"Macambira","SE",88.9,0,49.4,24.93
"Lagoa de Dentro","PB",88.9,11.1,49.2,36.05
"Moema","MG",100,33.3,50.55,58.42
"Mucugê","BA",88.9,0,49.58,25.16
"Assis Brasil","AC",55.6,0,50.91,25.16
"São Pedro do Paraná","PR",100,22.2,50.62,47.45
"Capim Branco","MG",100,0,49.7,25.39
"Pará de Minas","MG",100,29.4,49.44,54.82
"Aracoiaba","CE",81.8,0,50.36,25.45
"Borá","SP",100,33.3,52.42,58.76
"Conceição","PB",81.8,9.1,49.67,34.59
"Presidente Kennedy","ES",66.7,11.1,50.98,36.59
"Bom Jesus","SC",77.8,44.4,49.6,69.91
"Firmino Alves","BA",88.9,0,50.74,25.52
"Lagarto","SE",88.2,5.9,49.01,31.57
"Salitre","CE",100,0,50.28,25.69
"Jussara","GO",72.7,18.2,50.05,43.93
"José Gonçalves de Minas","MG",88.9,0,51.79,25.81
"Sarandi","PR",90,30,49.28,55.82
"Coqueiro Seco","AL",88.9,0,49.87,25.82
"Quatipuru","PA",88.9,0,52.06,25.93
"Paulo Afonso","BA",93.3,6.7,47.94,32.65
"Porto Walter","AC",88.9,0,52.24,26
"Urupá","RO",88.9,11.1,51.88,37.18
"São Raimundo Nonato","PI",92.3,0,49.18,26.15
"São Domingos do Cariri","PB",100,22.2,50.08,48.39
"Boqueirão","PB",100,18.2,49.28,44.43
"Bom Jesus de Goiás","GO",72.7,18.2,51.9,44.44
"Capelinha","MG",100,0,49.26,26.26
"Jurema","PI",66.7,0,52.11,26.28
"Terezópolis de Goiás","GO",88.9,11.1,51,37.4
"Rio do Prado","MG",88.9,0,51.31,26.38
"Gonzaga","MG",100,0,49.43,26.43
"Acauã","PI",77.8,44.4,51.25,70.84
"Presidente Juscelino","RN",77.8,11.1,50.99,37.64
"Miraíma","CE",88.9,0,51.62,26.71
"Jordânia","MG",100,0,51.67,26.72
"Santa Luzia d'Oeste","RO",100,11.1,51.72,37.87
"Gameleira","PE",81.8,0,50.52,26.91
"Marco","CE",72.7,0,51,26.92
"Nova Floresta","PB",88.9,11.1,48.62,38.03
"Fronteira dos Vales","MG",88.9,0,50.97,26.97
"Palmópolis","MG",88.9,0,51.51,26.98
"Souto Soares","BA",81.8,0,50.65,26.98
"Central","BA",90.9,0,51.07,26.99
"Dom Inocêncio","PI",100,11.1,51.2,38.16
"Três Ranchos","GO",100,33.3,50.51,60.38
"Queluzito","MG",77.8,44.4,51.42,71.57
"Caririaçu","CE",90.9,0,48.54,27.37
"Cajamar","SP",93.3,26.7,49.91,54.08
"Torixoreu","MT",77.8,11.1,52.08,38.57
"Santa Fé do Araguaia","TO",66.7,0,51.78,27.5
"Bela Cruz","CE",84.6,0,50.85,27.58
"Sobrália","MG",66.7,11.1,49.01,38.75
"Santa Maria do Salto","MG",88.9,0,51.46,27.82
"Benedito Leite","MA",77.8,0,52.2,27.85
"Jeceaba","MG",100,11.1,50.47,38.96
"São João da Paraúna","GO",100,22.2,49.91,50.09
"Felipe Guerra","RN",100,11.1,50.03,39.03
"Guimarânia","MG",77.8,33.3,51.11,61.24
"Bandeira","MG",77.8,0,50.87,28.01
"Francisco Dumont","MG",88.9,0,52.13,28.17
"Ibiracatu","MG",88.9,0,52.28,28.27
"Divinésia","MG",66.7,22.2,50.26,50.56
"Satuba","AL",66.7,0,48.66,28.38
"São Francisco de Assis do Piauí","PI",66.7,33.3,50.87,61.79
"Lagoa de São Francisco","PI",88.9,11.1,49.95,39.69
"Mossâmedes","GO",66.7,22.2,51.07,50.85
"São Francisco","SP",88.9,44.4,50.13,73.11
"Solânea","PB",81.8,9.1,47.82,37.84
"Conde","PB",100,0,50.29,28.81
"Itaguara","MG",100,44.4,50.65,73.24
"Alagoa Nova","PB",100,0,49.6,28.88
"Bananeiras","PB",100,9.1,49.35,38.13
"Cândido Sales","BA",90.9,0,50.26,29.06
"Coxim","MS",84.6,7.7,50.19,36.79
"Beberibe","CE",92.3,0,50.41,29.12
"Santo Antônio da Alegria","SP",88.9,44.4,51.71,73.56
"Chapada de Areia","TO",88.9,0,53.63,29.21
"Chorozinho","CE",81.8,0,50.75,29.37
"Gameleiras","MG",100,11.1,51.06,40.51
"Belém do Piauí","PI",88.9,0,51.22,29.57
"Iraí","RS",77.8,44.4,50.45,74.13
"São João do Paraíso","MA",77.8,0,53.42,29.8
"Alcantil","PB",100,11.1,50.09,40.98
"Cajati","SP",88.9,22.2,50.5,52.1
"Santa Tereza de Goiás","GO",88.9,0,49.91,29.99
"Joaquim Nabuco","PE",81.8,0,50.09,30.1
